UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
255,RRCROMQQ,L,,308.2,1514.0,37.9,,0.0,0.0,0.0,0.0,0.0,0.0
256,WX8CE3B8,L,298.0,,1489.0,40.4,11.0,0.0,0.0,0.0,0.0,0.0,0.0
257,YSLIFO7U,L,,308.3,1331.0,63.0,13.0,,0.0,0.0,0.0,0.0,0.0
258,WX8CE3B8,L,,308,,29.5,15.0,0.0,0.0,,0.0,0.0,0.0
259,SXOJLV1H,L,298.1,308.2,1482.0,37.9,17.0,0.0,0.0,0.0,,0.0,0.0
260,0KXKNHFG,M,298.1,308.2,1420.0,63.9,19.0,1.0,0.0,0.0,,0.0,0.0
261,WX8CE3B8,M,,308.3,1522.0,49.1,22.0,0.0,0.0,0.0,0.0,0.0,0.0
262,SXOJLV1H,L,,308.2,1654.0,32.1,25.0,0.0,0.0,,0.0,0.0,0.0
263,T8CRV8S7,M,298.1,308.2,1736.0,26.8,27.0,0.0,0.0,0.0,0.0,,0.0
264,YSLIFO7U,M,298.0,308.1,1587.0,32.3,30.0,0.0,0.0,0.0,0.0,0.0,0.0
265,YSLIFO7U,L,298.1,308.2,1390.0,47.5,33.0,0.0,0.0,,,0.0,0.0
266,BJGORJJD,L,298.0,308.1,1454.0,37.1,35.0,0.0,0.0,0.0,0.0,0.0,0.0
267,RRCROMQQ,H,,308.1,1440.0,43.7,37.0,0.0,0.0,0.0,0.0,0.0,0.0
268,BJGORJJD,L,297.9,308,1954.0,21.1,42.0,0.0,0.0,0.0,,0.0,0.0
269,SXOJLV1H,H,,308,,24.8,44.0,0.0,0.0,0.0,0.0,0.0,0.0
270,8B6QZ6CV,L,298.0,308,1524.0,37.0,49.0,0.0,0.0,,0.0,0.0,0.0
271,JKSA1NQT,H,,308,,39.6,51.0,0.0,0.0,0.0,0.0,0.0,0.0
272,I2VROP6D,M,298.1,,1452.0,40.8,56.0,0.0,0.0,,0.0,0.0,0.0
273,JKSA1NQT,L,298.1,,1484.0,40.4,,0.0,0.0,0.0,0.0,0.0,0.0
274,T8CRV8S7,L,298.1,308,1426.0,46.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0
275,BJGORJJD,L,298.1,308,1652.0,28.5,63.0,0.0,0.0,0.0,0.0,0.0,0.0
276,3HURBGV7,L,,308,1401.0,54.7,65.0,0.0,0.0,0.0,0.0,0.0,0.0
277,T8CRV8S7,M,298.0,,1750.0,26.6,67.0,,0.0,0.0,0.0,0.0,0.0
278,YSLIFO7U,H,298.0,308,1479.0,50.7,70.0,,0.0,0.0,0.0,0.0,
279,PSRXCDFQ,M,298.0,308,1620.0,29.4,75.0,0.0,0.0,0.0,0.0,0.0,0.0
280,T8CRV8S7,L,,308.1,,23.4,78.0,0.0,0.0,0.0,0.0,0.0,0.0
281,AEKNJJ1R,M,298.1,308.1,,43.7,80.0,,0.0,0.0,0.0,0.0,0.0
282,XWW2WAV6,L,298.1,,1626.0,36.5,83.0,0.0,0.0,0.0,0.0,0.0,0.0
283,PSRXCDFQ,M,298.1,308.1,1390.0,49.8,85.0,0.0,0.0,0.0,0.0,0.0,0.0
284,PSRXCDFQ,L,298.2,,1469.0,43.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0
285,G5AIQWJK,L,298.2,308.3,2051.0,19.2,90.0,0.0,0.0,0.0,0.0,0.0,0.0
286,0KXKNHFG,L,298.2,308.3,1568.0,,92.0,0.0,,0.0,0.0,0.0,0.0
287,G5AIQWJK,L,298.2,308.3,1589.0,33.2,94.0,0.0,0.0,0.0,0.0,0.0,0.0
288,LSRXCBBX,L,298.2,308.3,1805.0,,96.0,0.0,0.0,0.0,0.0,0.0,
289,PSRXCDFQ,H,298.2,308.4,1385.0,42.2,98.0,,0.0,0.0,0.0,0.0,0.0
290,JKSA1NQT,L,298.1,308.4,1436.0,46.7,103.0,0.0,,0.0,0.0,0.0,0.0
291,RRCROMQQ,L,298.1,308.4,1438.0,45.6,105.0,0.0,0.0,0.0,0.0,0.0,0.0
292,WX8CE3B8,L,298.0,308.3,1473.0,42.6,107.0,,0.0,0.0,0.0,0.0,0.0
293,G5AIQWJK,L,298.1,308.4,1335.0,,109.0,0.0,0.0,,,0.0,
294,I2VROP6D,H,298.1,308.5,1392.0,44.8,,0.0,0.0,0.0,0.0,0.0,0.0
295,0KXKNHFG,M,,308.5,1372.0,51.1,116.0,,0.0,0.0,0.0,0.0,0.0
296,JT4UYCMS,M,298.1,308.6,1716.0,,119.0,0.0,0.0,0.0,0.0,0.0,
297,WX8CE3B8,L,,308.5,1395.0,46.2,122.0,0.0,0.0,,0.0,,0.0
298,JKSA1NQT,L,,,1713.0,25.3,,,0.0,0.0,0.0,0.0,0.0
299,LSRXCBBX,H,297.9,308.5,2129.0,18.7,126.0,0.0,0.0,0.0,0.0,0.0,0.0
300,3HURBGV7,M,,308.3,1567.0,35.6,131.0,0.0,0.0,0.0,0.0,0.0,0.0
301,AEKNJJ1R,L,,308.4,1622.0,38.3,134.0,0.0,0.0,0.0,0.0,0.0,0.0
302,JT4UYCMS,L,297.7,,1740.0,27.1,136.0,0.0,0.0,0.0,0.0,0.0,0.0
303,8B6QZ6CV,H,297.8,308.4,1512.0,35.1,138.0,0.0,0.0,0.0,,0.0,0.0
304,G5AIQWJK,M,297.8,308.4,1479.0,43.5,143.0,0.0,0.0,,0.0,0.0,0.0
305,XWW2WAV6,L,297.8,308.4,1737.0,27.5,146.0,0.0,0.0,0.0,0.0,0.0,0.0
306,JKSA1NQT,L,297.8,308.4,2129.0,19.2,148.0,0.0,0.0,0.0,0.0,0.0,0.0
307,BJGORJJD,L,,308.4,1374.0,47.1,150.0,0.0,0.0,0.0,0.0,0.0,0.0
308,BQHTAHUP,M,297.8,308.4,1579.0,36.6,,,,0.0,0.0,0.0,0.0
309,ZLNM5UXX,L,,308.5,1305.0,47.2,155.0,0.0,0.0,0.0,0.0,0.0,0.0
310,BQHTAHUP,M,297.9,308.5,1449.0,40.8,157.0,0.0,0.0,0.0,0.0,0.0,
311,FPIVWX8Z,H,298.0,308.6,1526.0,41.8,160.0,,0.0,0.0,0.0,,0.0
312,G5AIQWJK,M,,308.6,1453.0,44.1,165.0,0.0,0.0,0.0,0.0,,0.0
313,SXOJLV1H,L,297.9,308.6,,36.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0
314,3HURBGV7,L,298.0,,,50.8,170.0,0.0,0.0,0.0,0.0,0.0,0.0
315,3HURBGV7,M,297.9,308.5,1300.0,53.0,,0.0,0.0,0.0,0.0,0.0,0.0
316,JT4UYCMS,L,297.9,308.4,1646.0,,175.0,0.0,0.0,0.0,0.0,0.0,0.0
317,I2VROP6D,L,297.8,308.4,1714.0,33.2,177.0,0.0,0.0,0.0,0.0,0.0,0.0
318,I2VROP6D,L,,308.4,1685.0,28.4,179.0,0.0,0.0,0.0,,0.0,0.0
319,G5AIQWJK,L,297.8,308.4,1512.0,39.9,181.0,0.0,0.0,0.0,0.0,0.0,0.0
320,PSRXCDFQ,L,297.8,308.4,1612.0,32.1,183.0,0.0,0.0,0.0,0.0,0.0,0.0
321,LSRXCBBX,H,297.8,308.4,1550.0,38.2,185.0,0.0,0.0,0.0,0.0,0.0,0.0
322,BJGORJJD,L,,308.4,1518.0,32.5,190.0,0.0,0.0,0.0,0.0,0.0,0.0
323,G5AIQWJK,L,,,,40.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0
324,RRCROMQQ,L,,308.5,1561.0,46.3,194.0,0.0,0.0,0.0,0.0,0.0,0.0
325,I2VROP6D,M,297.8,308.5,1488.0,41.9,196.0,0.0,0.0,0.0,0.0,0.0,0.0
326,SXOJLV1H,L,297.8,308.5,1699.0,27.8,199.0,0.0,,0.0,0.0,,0.0
327,SXOJLV1H,L,297.7,308.5,1501.0,41.4,201.0,0.0,0.0,0.0,0.0,0.0,0.0
328,ZLNM5UXX,L,297.7,308.5,1373.0,56.7,203.0,1.0,0.0,0.0,0.0,1.0,0.0
329,JKSA1NQT,H,,308.4,1703.0,31.4,205.0,0.0,0.0,0.0,0.0,,0.0
330,3HURBGV7,H,297.7,308.5,1720.0,29.9,210.0,0.0,0.0,0.0,0.0,,0.0
331,BQHTAHUP,M,,308.4,1398.0,41.9,215.0,0.0,0.0,0.0,0.0,0.0,0.0
332,0KXKNHFG,M,,308.4,1391.0,51.9,,0.0,0.0,,,0.0,0.0
333,BQHTAHUP,M,,308.3,1538.0,40.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,8B6QZ6CV,L,297.5,308.2,1647.0,31.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0
335,FPIVWX8Z,M,297.5,308.1,1469.0,44.8,5.0,0.0,0.0,0.0,0.0,0.0,0.0
336,BQHTAHUP,L,,308.1,,,8.0,0.0,0.0,0.0,,0.0,
337,BJGORJJD,M,297.6,308.2,1995.0,20.5,10.0,0.0,,0.0,0.0,0.0,0.0
338,BJGORJJD,L,,308.3,1742.0,27.7,13.0,,0.0,0.0,0.0,0.0,0.0
339,AEKNJJ1R,L,297.5,308.2,1563.0,38.2,15.0,0.0,0.0,0.0,0.0,0.0,0.0
340,8B6QZ6CV,M,297.5,308.2,1713.0,32.2,17.0,0.0,0.0,0.0,0.0,0.0,0.0
341,JT4UYCMS,L,,308.1,1474.0,,20.0,0.0,0.0,0.0,0.0,0.0,
342,I2VROP6D,M,297.4,308.2,1530.0,32.6,22.0,0.0,0.0,,0.0,0.0,0.0
343,0KXKNHFG,L,,308.2,1471.0,46.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0
344,BQHTAHUP,L,297.5,308.3,,48.6,27.0,,,0.0,0.0,,0.0
345,XWW2WAV6,M,,308.2,2448.0,13.8,29.0,0.0,0.0,0.0,0.0,,0.0
346,BJGORJJD,L,297.5,308.3,1585.0,32.9,32.0,0.0,,0.0,0.0,0.0,0.0
347,FPIVWX8Z,M,,308.3,1459.0,45.2,,0.0,0.0,0.0,0.0,0.0,0.0
348,ZLNM5UXX,L,,308.3,1544.0,40.8,37.0,0.0,0.0,,0.0,0.0,0.0
349,XWW2WAV6,L,297.6,308.3,1617.0,31.7,39.0,0.0,0.0,0.0,0.0,,0.0
350,ZLNM5UXX,L,297.6,308.3,1595.0,34.3,,0.0,0.0,0.0,0.0,0.0,0.0
351,0KXKNHFG,H,297.6,308.3,1400.0,,43.0,,,0.0,0.0,,0.0
352,I2VROP6D,M,297.6,308.4,1611.0,31.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0
353,BJGORJJD,M,297.6,308.4,1507.0,46.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0
354,XWW2WAV6,H,297.5,308.3,1674.0,30.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0
355,T8CRV8S7,L,297.6,308.3,1658.0,34.3,59.0,0.0,0.0,0.0,0.0,0.0,0.0
356,YSLIFO7U,L,297.6,308.3,1623.0,36.9,61.0,0.0,0.0,0.0,0.0,0.0,0.0
357,JT4UYCMS,M,,308.4,1398.0,48.9,63.0,0.0,0.0,0.0,0.0,0.0,0.0
358,YSLIFO7U,L,297.6,308.4,1517.0,34.2,66.0,0.0,0.0,0.0,0.0,,0.0
359,XWW2WAV6,M,297.6,308.3,1467.0,36.7,68.0,0.0,0.0,0.0,0.0,,0.0
360,JKSA1NQT,M,297.6,,1567.0,,71.0,0.0,0.0,0.0,0.0,,0.0
361,0KXKNHFG,M,297.5,308.3,1521.0,38.2,,0.0,0.0,0.0,0.0,0.0,0.0
362,XWW2WAV6,L,297.5,308.3,1596.0,,,0.0,0.0,0.0,0.0,0.0,0.0
363,3HURBGV7,H,297.6,,,,,0.0,0.0,0.0,0.0,0.0,
364,LSRXCBBX,L,297.6,308.3,,47.8,84.0,0.0,0.0,0.0,,,0.0
365,AEKNJJ1R,L,297.6,308.4,1407.0,55.2,86.0,0.0,0.0,0.0,0.0,0.0,
366,XWW2WAV6,L,,308.4,1353.0,57.5,88.0,0.0,,0.0,0.0,,0.0
367,ZLNM5UXX,M,297.6,308.5,1552.0,40.9,90.0,0.0,0.0,0.0,0.0,0.0,0.0
368,FPIVWX8Z,M,,308.4,1569.0,38.3,93.0,0.0,0.0,0.0,0.0,,0.0
369,G5AIQWJK,L,297.5,308.4,1489.0,39.5,,0.0,0.0,0.0,0.0,0.0,
370,YSLIFO7U,H,297.5,308.4,,36.1,98.0,0.0,0.0,0.0,0.0,0.0,0.0
371,BQHTAHUP,M,297.5,308.3,1622.0,37.2,103.0,0.0,0.0,0.0,0.0,0.0,0.0
372,SXOJLV1H,L,297.5,308.4,1604.0,38.1,106.0,0.0,0.0,0.0,0.0,0.0,0.0
373,3HURBGV7,M,,308.3,1405.0,51.7,108.0,0.0,0.0,0.0,0.0,0.0,0.0
374,PSRXCDFQ,L,297.4,,1412.0,42.0,111.0,0.0,,0.0,0.0,0.0,0.0
375,XWW2WAV6,L,,308.3,1431.0,43.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0
376,XWW2WAV6,L,297.4,308.2,1533.0,37.4,115.0,0.0,0.0,,0.0,0.0,
377,RRCROMQQ,M,297.4,308.2,1401.0,51.9,117.0,0.0,0.0,,0.0,0.0,0.0
378,AEKNJJ1R,M,,308.2,1424.0,53.9,120.0,0.0,0.0,0.0,,0.0,0.0
379,SXOJLV1H,L,297.3,308.2,1754.0,,123.0,0.0,0.0,0.0,0.0,0.0,0.0
380,8B6QZ6CV,L,297.3,308.2,1754.0,26.8,125.0,0.0,0.0,0.0,0.0,,0.0
381,ZLNM5UXX,L,297.5,308.3,2564.0,12.8,127.0,1.0,0.0,0.0,1.0,0.0,0.0
382,T8CRV8S7,L,,308.5,1546.0,40.4,129.0,0.0,0.0,0.0,0.0,0.0,0.0
383,WX8CE3B8,L,,308.5,1335.0,48.0,131.0,,0.0,0.0,0.0,0.0,0.0
384,BJGORJJD,M,,308.6,1842.0,27.0,133.0,0.0,0.0,0.0,0.0,0.0,
385,SXOJLV1H,L,297.5,308.5,1712.0,26.8,136.0,,0.0,0.0,0.0,0.0,0.0
386,AEKNJJ1R,M,297.6,308.6,1414.0,45.4,138.0,0.0,0.0,0.0,0.0,0.0,0.0
387,T8CRV8S7,L,297.6,308.7,1319.0,50.9,141.0,,0.0,0.0,0.0,0.0,0.0
388,XWW2WAV6,L,297.7,,,60.4,,0.0,,,0.0,0.0,0.0
389,WX8CE3B8,L,,308.7,1455.0,48.2,145.0,0.0,0.0,0.0,0.0,0.0,0.0
390,I2VROP6D,M,,308.7,1408.0,,147.0,0.0,0.0,0.0,0.0,0.0,0.0
391,BJGORJJD,L,,308.7,1460.0,46.7,150.0,0.0,0.0,0.0,0.0,0.0,0.0
392,FPIVWX8Z,L,297.6,308.6,1491.0,38.1,152.0,0.0,0.0,0.0,0.0,0.0,0.0
393,JKSA1NQT,M,297.6,,1490.0,43.4,154.0,0.0,0.0,0.0,0.0,0.0,0.0
394,T8CRV8S7,M,297.5,308.4,1350.0,52.2,157.0,0.0,0.0,0.0,0.0,0.0,0.0
395,0KXKNHFG,L,,308.4,1528.0,39.9,,0.0,0.0,0.0,0.0,0.0,0.0
396,BJGORJJD,L,297.4,308.3,1571.0,37.7,162.0,0.0,0.0,0.0,0.0,,0.0
397,T8CRV8S7,L,,308.3,1490.0,42.6,,0.0,0.0,0.0,0.0,0.0,0.0
398,YSLIFO7U,M,297.4,308.3,1774.0,,166.0,0.0,,,0.0,,0.0
399,8B6QZ6CV,H,,308.3,1502.0,43.6,169.0,0.0,0.0,0.0,0.0,,0.0
400,JKSA1NQT,L,297.4,308.4,1392.0,49.7,174.0,,0.0,0.0,0.0,0.0,0.0
401,WX8CE3B8,L,297.4,308.5,2100.0,16.9,176.0,0.0,,0.0,0.0,,0.0
402,WX8CE3B8,L,297.5,308.5,1722.0,30.4,178.0,,0.0,0.0,0.0,0.0,0.0
403,JKSA1NQT,L,,308.6,1678.0,32.3,180.0,0.0,0.0,,,0.0,0.0
404,YSLIFO7U,L,,308.6,1273.0,59.8,182.0,0.0,0.0,0.0,0.0,0.0,0.0
405,FPIVWX8Z,L,,308.6,1297.0,45.9,184.0,,0.0,0.0,0.0,0.0,0.0
406,ZLNM5UXX,L,297.3,,1350.0,57.6,186.0,0.0,0.0,,0.0,0.0,0.0
407,T8CRV8S7,L,,308.6,1439.0,51.9,188.0,0.0,0.0,0.0,0.0,0.0,0.0
408,T8CRV8S7,M,297.4,308.5,1600.0,42.1,190.0,0.0,0.0,0.0,0.0,0.0,
409,YSLIFO7U,M,,308.6,,,193.0,0.0,0.0,0.0,0.0,0.0,0.0
410,JT4UYCMS,L,297.4,308.6,1459.0,,196.0,0.0,0.0,0.0,0.0,0.0,0.0
411,G5AIQWJK,M,297.5,308.6,1472.0,44.9,198.0,0.0,0.0,0.0,0.0,0.0,0.0
412,8B6QZ6CV,L,297.5,308.7,1429.0,44.3,201.0,,0.0,0.0,0.0,0.0,0.0
413,T8CRV8S7,L,,308.6,1388.0,48.2,203.0,0.0,0.0,0.0,0.0,0.0,0.0
414,AEKNJJ1R,L,297.4,308.4,1573.0,34.5,,0.0,,0.0,0.0,0.0,0.0
415,RRCROMQQ,L,297.4,,1588.0,32.5,207.0,0.0,0.0,0.0,0.0,0.0,
416,BJGORJJD,L,297.5,308.4,1511.0,42.8,209.0,0.0,0.0,0.0,,0.0,0.0
417,0KXKNHFG,L,297.4,308.5,1495.0,,211.0,0.0,0.0,,0.0,0.0,0.0
418,WX8CE3B8,L,297.4,308.4,1394.0,,213.0,0.0,,0.0,0.0,0.0,
419,XWW2WAV6,L,297.4,308.4,2151.0,17.7,,0.0,0.0,0.0,0.0,0.0,0.0
420,FPIVWX8Z,M,297.3,308.3,1501.0,38.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0
421,BJGORJJD,M,,308.3,,39.6,5.0,0.0,0.0,,,0.0,0.0
422,JT4UYCMS,M,297.3,308.3,1657.0,31.1,8.0,0.0,0.0,0.0,0.0,0.0,0.0
423,3HURBGV7,L,297.3,,1333.0,55.2,,0.0,0.0,,0.0,0.0,0.0
424,ZLNM5UXX,L,,308.3,1484.0,43.9,13.0,0.0,0.0,0.0,0.0,0.0,0.0
425,XWW2WAV6,L,297.3,,1430.0,45.7,15.0,0.0,,0.0,0.0,,0.0
426,ZLNM5UXX,M,297.3,308.4,1665.0,28.9,,0.0,0.0,0.0,0.0,0.0,0.0
427,I2VROP6D,L,297.4,308.5,1501.0,44.9,20.0,0.0,0.0,0.0,0.0,0.0,0.0
428,SXOJLV1H,M,,308.5,1496.0,42.2,22.0,0.0,0.0,0.0,0.0,0.0,0.0
429,0KXKNHFG,M,,308.6,1595.0,36.9,25.0,0.0,0.0,,0.0,0.0,0.0
430,8B6QZ6CV,L,297.5,308.6,1208.0,62.3,28.0,0.0,0.0,0.0,0.0,0.0,
431,AEKNJJ1R,L,297.5,308.6,1596.0,37.1,30.0,,0.0,0.0,0.0,,0.0
432,RRCROMQQ,L,,308.5,1446.0,,32.0,0.0,,0.0,0.0,0.0,0.0
433,YSLIFO7U,M,297.6,308.5,1466.0,39.7,34.0,0.0,0.0,0.0,0.0,0.0,0.0
434,ZLNM5UXX,M,297.6,308.5,1848.0,,37.0,0.0,,,0.0,0.0,
435,PSRXCDFQ,M,297.5,308.5,1484.0,44.7,40.0,0.0,,0.0,0.0,0.0,0.0
436,JT4UYCMS,L,297.4,308.3,1493.0,,43.0,0.0,0.0,0.0,0.0,,0.0
437,PSRXCDFQ,L,297.3,308.3,1504.0,36.3,45.0,0.0,0.0,0.0,0.0,0.0,
438,3HURBGV7,L,297.3,308.3,1538.0,38.5,47.0,0.0,0.0,0.0,0.0,,0.0
439,8B6QZ6CV,L,297.4,308.4,1341.0,52.2,49.0,0.0,0.0,0.0,0.0,0.0,0.0
440,8B6QZ6CV,M,297.4,,1535.0,34.6,51.0,,0.0,0.0,0.0,0.0,0.0
441,WX8CE3B8,L,,308.5,1389.0,39.2,54.0,0.0,0.0,0.0,0.0,0.0,0.0
442,SXOJLV1H,H,,308.5,1393.0,46.6,56.0,0.0,0.0,0.0,0.0,0.0,0.0
443,ZLNM5UXX,L,297.4,308.5,1399.0,61.5,61.0,1.0,0.0,0.0,1.0,0.0,0.0
444,PSRXCDFQ,H,297.4,308.5,1469.0,45.1,63.0,0.0,0.0,0.0,0.0,0.0,
445,FPIVWX8Z,L,297.4,308.4,1582.0,37.2,68.0,0.0,0.0,0.0,0.0,0.0,0.0
446,0KXKNHFG,L,297.5,308.6,1793.0,26.7,,0.0,0.0,0.0,0.0,0.0,0.0
447,SXOJLV1H,L,297.5,308.6,1452.0,39.0,72.0,0.0,,,0.0,0.0,0.0
448,LSRXCBBX,M,297.6,308.7,1376.0,,,0.0,0.0,0.0,0.0,0.0,0.0
449,WX8CE3B8,L,297.5,308.6,1552.0,44.9,77.0,0.0,0.0,0.0,0.0,0.0,0.0
450,YSLIFO7U,L,297.6,308.7,1622.0,37.9,79.0,0.0,0.0,0.0,0.0,,0.0
451,XWW2WAV6,M,,308.7,1419.0,41.7,81.0,0.0,0.0,0.0,0.0,0.0,0.0
452,JKSA1NQT,H,297.5,308.6,,46.1,84.0,,0.0,0.0,0.0,0.0,0.0
453,LSRXCBBX,M,297.4,308.6,1643.0,31.0,89.0,,0.0,0.0,0.0,0.0,0.0
454,ZLNM5UXX,L,297.4,308.7,1510.0,36.2,92.0,0.0,0.0,0.0,0.0,0.0,0.0
455,WX8CE3B8,L,297.4,308.7,1468.0,46.6,94.0,0.0,0.0,0.0,0.0,0.0,0.0
456,WX8CE3B8,L,,308.7,1429.0,57.4,96.0,0.0,,0.0,0.0,0.0,0.0
457,JKSA1NQT,H,,308.7,1478.0,,,0.0,0.0,0.0,0.0,0.0,0.0
458,PSRXCDFQ,L,297.4,,1276.0,53.6,103.0,0.0,0.0,0.0,0.0,0.0,0.0
459,YSLIFO7U,L,297.3,308.6,1486.0,42.6,105.0,0.0,0.0,0.0,0.0,0.0,0.0
460,JT4UYCMS,L,297.4,308.6,1476.0,42.3,107.0,0.0,0.0,0.0,0.0,0.0,0.0
461,0KXKNHFG,H,297.3,308.6,1431.0,42.0,109.0,0.0,0.0,0.0,0.0,,0.0
462,3HURBGV7,L,297.4,308.7,,40.2,,0.0,0.0,0.0,0.0,,0.0
463,PSRXCDFQ,L,,308.7,1433.0,43.4,,0.0,0.0,0.0,0.0,0.0,0.0
464,JT4UYCMS,L,297.4,308.7,2874.0,4.2,118.0,1.0,0.0,0.0,1.0,0.0,0.0
465,SXOJLV1H,L,,308.6,1511.0,35.7,120.0,0.0,0.0,0.0,0.0,,
466,YSLIFO7U,M,297.3,308.6,1456.0,42.9,122.0,0.0,0.0,0.0,0.0,0.0,0.0
467,BJGORJJD,L,,308.5,1550.0,41.5,125.0,0.0,0.0,0.0,0.0,0.0,0.0
468,3HURBGV7,L,297.2,308.5,2182.0,16.5,127.0,0.0,0.0,0.0,0.0,0.0,
469,AEKNJJ1R,L,297.3,308.7,1619.0,31.6,129.0,0.0,0.0,0.0,0.0,0.0,0.0
470,FPIVWX8Z,M,297.3,308.8,1586.0,32.7,131.0,0.0,0.0,0.0,0.0,0.0,0.0
471,I2VROP6D,H,297.3,308.8,,44.2,134.0,,0.0,0.0,0.0,,0.0
472,3HURBGV7,H,,308.8,1419.0,42.4,139.0,0.0,0.0,0.0,0.0,0.0,0.0
473,8B6QZ6CV,M,297.4,309,1497.0,41.8,144.0,0.0,0.0,0.0,0.0,,0.0
474,3HURBGV7,M,297.4,309,1520.0,37.0,147.0,,0.0,0.0,0.0,0.0,0.0
475,I2VROP6D,L,297.4,309.1,1478.0,49.8,150.0,0.0,0.0,0.0,0.0,0.0,0.0
476,JT4UYCMS,L,297.4,309.1,1380.0,41.1,152.0,0.0,0.0,0.0,0.0,0.0,0.0
477,I2VROP6D,L,297.4,309,1570.0,37.9,154.0,0.0,0.0,0.0,0.0,0.0,0.0
478,8B6QZ6CV,H,,309,1468.0,41.4,156.0,0.0,0.0,0.0,,0.0,0.0
479,BQHTAHUP,L,,309,1833.0,22.6,161.0,0.0,0.0,0.0,0.0,0.0,0.0
480,T8CRV8S7,M,297.4,308.9,,57.3,163.0,,0.0,0.0,0.0,0.0,0.0
481,BJGORJJD,L,297.4,309,1583.0,32.0,,0.0,,0.0,0.0,0.0,0.0
482,I2VROP6D,M,297.3,309,1556.0,39.5,168.0,0.0,0.0,0.0,0.0,0.0,0.0
483,XWW2WAV6,L,,309,1548.0,37.4,171.0,0.0,0.0,0.0,0.0,0.0,0.0
484,WX8CE3B8,L,297.4,309,1324.0,56.9,173.0,0.0,0.0,0.0,0.0,0.0,0.0
485,FPIVWX8Z,L,297.4,309,1568.0,33.7,175.0,,0.0,0.0,,0.0,0.0
486,FPIVWX8Z,M,297.4,309,1685.0,30.7,177.0,0.0,0.0,,,0.0,0.0
487,YSLIFO7U,M,297.4,309.1,,35.9,180.0,0.0,0.0,0.0,0.0,0.0,0.0
488,WX8CE3B8,M,297.4,309.1,1463.0,35.0,183.0,0.0,0.0,,0.0,0.0,0.0
489,FPIVWX8Z,L,,309.2,,42.8,186.0,0.0,0.0,0.0,0.0,0.0,0.0
490,LSRXCBBX,M,297.5,309.2,1347.0,55.8,,0.0,0.0,0.0,0.0,0.0,
491,T8CRV8S7,L,297.4,309.2,,37.9,191.0,0.0,0.0,0.0,0.0,0.0,0.0
492,WX8CE3B8,L,,309.2,1420.0,45.6,193.0,0.0,0.0,0.0,0.0,0.0,0.0
493,I2VROP6D,L,297.5,309.3,,43.5,195.0,0.0,0.0,0.0,0.0,,0.0
494,I2VROP6D,L,297.5,309.3,,38.8,197.0,0.0,0.0,,0.0,0.0,0.0
495,PSRXCDFQ,L,297.6,309.4,1326.0,49.8,,0.0,0.0,0.0,0.0,,0.0
496,G5AIQWJK,H,297.5,309.3,1459.0,,201.0,0.0,0.0,0.0,0.0,0.0,0.0
497,8B6QZ6CV,M,,309.2,1530.0,40.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0
498,3HURBGV7,L,297.4,309,1505.0,39.2,,0.0,0.0,0.0,0.0,0.0,0.0
499,JT4UYCMS,L,297.5,309.1,1611.0,30.2,211.0,0.0,,0.0,0.0,0.0,0.0
500,FPIVWX8Z,L,297.5,309.1,1515.0,35.1,213.0,0.0,0.0,0.0,0.0,0.0,0.0
501,3HURBGV7,M,297.5,309.2,1804.0,27.4,215.0,0.0,,,0.0,0.0,0.0
502,JT4UYCMS,M,,309.3,1464.0,,218.0,0.0,0.0,0.0,0.0,0.0,0.0
503,BJGORJJD,L,297.6,309.2,1390.0,43.3,221.0,0.0,0.0,0.0,0.0,0.0,0.0
504,8B6QZ6CV,M,,309.2,1442.0,48.1,0.0,0.0,0.0,0.0,0.0,,0.0
505,3HURBGV7,M,297.6,309.3,1529.0,41.9,3.0,0.0,0.0,,0.0,,0.0
506,WX8CE3B8,L,297.6,309.3,1610.0,35.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
507,0KXKNHFG,L,297.6,309.3,1543.0,,8.0,0.0,,0.0,0.0,0.0,0.0
508,YSLIFO7U,H,297.8,309.4,1445.0,48.2,10.0,,0.0,0.0,0.0,0.0,0.0
509,0KXKNHFG,L,,309.3,1893.0,24.6,15.0,0.0,0.0,0.0,0.0,0.0,0.0
510,RRCROMQQ,M,297.6,309.3,1415.0,41.3,17.0,0.0,0.0,0.0,,0.0,0.0
511,BJGORJJD,L,297.5,,1564.0,37.5,20.0,0.0,0.0,0.0,0.0,0.0,0.0
512,RRCROMQQ,L,,309.3,1479.0,39.4,22.0,0.0,0.0,0.0,0.0,0.0,0.0
